# uz-lughat-speak — سوائے اُن الفاظ کے، جہاں «اعراب کی خودکار صفائی» کافی نہیں تھی۔
# باقی 9,127 الفاظ کا بولنے کا روپ صفحہ خود بنا لیتا ہے (cleanAeraab)۔
# ہر سطر:  id <tab> بولنے کا روپ
# جانچ: eSpeak پر بول کر، نتیجہ لغت کے اپنے رومن سے ملا کر۔ 8,540/9,899 مکمل جانچے گئے۔
14	زِیادہ
96	دھڑکن
148	خَیال
149	خَیالوں
150	تَصَوُّر
163	بھرم
177	صَیّاد
179	آشِیانہ
180	آشِیاں
224	ہَوائیں
251	دھوپ
263	دنیا
297	زَوال
320	گَیا
336	بھر
421	تھم
422	تھما
436	بھرا
437	بھری
438	بھرے
496	جھک
497	جھکا
498	جھکتا
499	جھوم
535	سَوال
536	جَواب
550	جھوٹ
554	جھوٹا
555	اچھا
556	اچھی
557	اچھے
561	نَیا
579	شِیریں
593	جھلک
604	اذیت
625	دھجیاں
627	بھروسہ
642	دھواں
643	دھند
655	بھٹی
669	جَوانی
689	گھر
693	چھت
709	دھرتی
732	کِیا
751	کھل
752	کھل
753	کھلا
754	کھلا
755	کھلی
756	کھلی
757	کھلے
758	کھلے
759	دھن
760	دھن
773	ادھر
774	ادھر
811	بھلا
812	بھلا
1588	آدرنیہ
1611	آرْمینِیا
1612	آروگیہ
1616	آریہ سماج
1617	آریہ ورت
1623	آزادِیاں
1648	آسْٹْرِیا
1649	آسٹریلیا
1658	آشچریہ کرنا
1681	آلُودَگِیاں
1703	آنْدھِیاں
1708	آنسو
1714	آنچل
1715	آنکھ
1716	آنکھو
1739	آچاریہ
1760	آیت اللہ
1761	آیتوں
1762	آیتیں
1838	ابھشیک
1846	ابھیشیک
1847	ابھے
1849	ابیض
1865	اتر کھنڈ
1893	اتھان
1998	اِحْتِیَاط
2051	اِخْتِیَار
2056	اِخْتِیاری
2093	اُداسِیاں
2123	ادعیہ
2156	ادھلنا
2162	ادھورا
2166	ادھکار
2178	ادیہ
2358	اسفنج
2379	اسماعیلیہ
2386	اسٹیڈیم
2395	اسکندریہ
2428	اشتراکیت
2436	اشتمالیت
2512	اطالیہ
2566	اقلیت
2572	اَلْبانِیا
2585	اللہ قلی
2590	المانیہ
2677	انتظامیہ
2711	انسانیت
2716	انطاکیہ
2725	اَنُوَادَک
2738	اِنْڈونیشِیَا
2742	انڈیا
2748	انکل
2753	انگریز
2754	انگریزی
2755	انگلستان
2757	انگلینڈ
2762	انگوٹھی
2763	انگڑائی
2780	اورنگ
2781	اورنگزیب
2789	اُوقِیَانُوس
2790	اول
2796	اولین
2797	اولین ترجیح
2800	اونٹ
2801	اونٹوں
2802	اونچائی
2805	اونگھ
2831	اٹھنا
2845	اپرادھی
2898	اچھوت
2899	اچھوتا
2900	اچھوتی
2931	اکثریت
2938	اکٹھا
2960	اَہْلِیاؤ
2961	اَہْلِیاؤں
2962	اَہْلِیائیں
2963	اہلیہ
2974	ایتھنز
2989	ایشِیا
2990	ایشِیائی
2998	اینٹ
3000	اینٹوں
3001	اینٹیں
3087	باندھنا
3088	بانس
3089	بانسری
3090	بانسو
3094	بانچنا
3121	ببھکشا
3135	بِجْلِیاں
3143	بَحْرِ اُوقِیَانُوس
3156	بخیریت
3194	بدھو
3198	بدیع
3232	بَرْسِیاں
3238	برطانیہ
3253	برمنگھم
3260	برچھیت
3280	بَسْتِیاں
3317	بلغاریہ
3338	بِن بِیاہا
3357	بندھن
3369	بنگال
3370	بنگالن
3374	بنگلہ دیش
3376	بنیاد
3377	بنیاد پرست
3378	بنیادی
3379	بنیادی طور پر
3398	بوسْنِیا
3410	بونگا
3433	بچھو
3462	بھائی چارہ
3467	بھابِیاں
3479	بھاشیہ
3481	بھانجا
3482	بھانجو
3483	بھانجوں
3484	بھانجی
3485	بھانجیاں
3486	بھانجیو
3487	بھانجیوں
3488	بھانجے
3490	بھاپ
3496	بھاگیہ
3497	بھاگیہ وان
3498	بھتہ
3499	بھتیجا
3505	بھرن
3506	بھرنا
3507	بھرپور
3508	بھلوال
3509	بھلکڑ
3511	بھنور
3512	بھنورو
3513	بھنوروں
3514	بھنوریں
3516	بھنڈی
3518	بھوت
3519	بھوتل
3526	بھول بھلیاں
3532	بھونیشور
3533	بھوٹان
3538	بھوگول
3539	بھڑ
3542	بھکر
3543	بھگدڑ
3545	بھگود گیتا
3546	بھیا
3547	بھیانک
3553	بھینا
3564	بہاء اللہ
3597	بَیابان
3600	بَیاض
3602	بَیان
3603	بِیاہ
3632	بَیعَانوں
3633	بَیعَانَہ
3634	بَیعَانے
3635	بَیعَت
3636	بَیعَتو
3637	بَیعَتوں
3638	بَیعَتیں
3654	بین الکلیات
3660	بینگن
3675	بیٹِیاں
3691	بے اِخْتِیار
3770	تانگا
3778	تَبادِلَۂ خَیال
3790	تتلیاں
3799	تجزیہ
3800	تجزیہ کار
3814	تَخَیُّل
3824	تربیت
3834	ترنگ
3842	ترکیہ
3843	تُرْکِیے
3856	تشنگیاں
3880	تعزیت
3881	تعزیہ
3905	تقطیع
3917	تلنگانہ
3959	تنزانیہ
3970	تَوانائی
3988	تولیہ
3989	تَولِیے
4005	تکیہ
4006	تکیہ دار
4007	تکیہ نشین
4013	تھل
4014	تھنہ منڈی
4019	تھوکنا
4021	تھکنا
4056	تیزابیت
4060	تَیَمُّم
4068	ثانیہ
4095	جالندھر
4109	جانچنا
4147	جزاک اللہ
4162	جغرافیہ
4224	جُنُوبی ایشِیا
4225	جَنُوبی ایشِیائی
4226	جُنُوبی کورِیا
4228	جنگ
4229	جنگجو
4230	جنگل
4231	جنگلا
4233	جنگی
4235	جُوا
4248	جوجھنا
4269	جِٹھانِیاں
4284	جھانجھ
4288	جھلمل
4289	جھمیلا
4290	جھمیلو
4291	جھمیلوں
4292	جھمیلے
4293	جھنڈا
4295	جھولا
4297	جھوٹوں
4300	جھٹک
4301	جھٹکا
4302	جھٹکانا
4303	جھٹکنا
4304	جھٹکوں
4305	جھٹکے
4306	جھکنا
4307	جھگڑا
4310	جھیلوں
4358	حالیہ
4387	حریت
4423	حلیہ
4453	حَیَا
4454	حَیَات
4457	حَیَاتِین
4461	حَیرَانْگِیاں
4490	خاقانیت
4508	خانیت
4589	خطیہ
4591	خفیہ
4607	خنجر
4608	خنجرو
4609	خنجروں
4645	خوشِیاں
4659	خِیَابَان
4660	خَیَّاط
4665	خیریت
4704	دانت
4705	دانتی
4721	دبنگ
4747	دَرمِیان
4775	دَرِیاچَہ
4777	دریودھن
4843	دنیاؤں
4844	دنیائیں
4845	دنیاوی
4861	دورانیہ
4907	دکھن
4908	دکھنا
4918	دھرم
4919	دھرم پتنی
4920	دھرمو
4921	دھرموں
4923	دھلائی
4925	دھماکہ
4926	دھمکی دینا
4927	دھندا
4928	دھندوں
4929	دھندھ
4930	دھندھا
4931	دھندہ
4932	دھندیں
4935	دھنیہ واد
4943	دھوپوں
4944	دھوپیں
4945	دھچکا
4946	دھچکانا
4947	دھچکنا
4948	دھڑکنوں
4949	دھڑکنیں
4950	دھکا
4953	دھکوں
4954	دھکے
4957	دھیریہ
4962	دَہائِیاں
4976	دَیَارِ مُقَدَّسَہ
4977	دَیاوان
4999	دیوار گریہ
5002	دَیُّوث
5016	دیکھنا
5033	ذریعہ
5071	راجیہ سبھا
5084	رانجھا
5085	رانجھو
5086	رانجھوں
5087	رانجھے
5089	رانِیاں
5095	راکھس
5113	ربیع الاول
5176	رم جھم
5182	رنگ
5184	رنگو
5185	رنگولی
5186	رنگوں
5188	رنگیلا
5193	روانگی
5238	روپیہ
5250	رویہ
5258	رکشا بندھن
5264	رہسیہ
5267	رِیاسَت
5271	رِیاضَت
5351	زِنْدَگِیاں
5356	زنگ
5358	زنگبار
5359	زنگی
5364	زکوۃ
5367	زِیَادَتِی
5368	زِیادَتِیاں
5369	زِیادَتِیوں
5370	زِیَارَت
5371	زِیان
5403	سارنگی
5422	سامیہ
5425	سانسوں
5428	سانپ
5435	ساکشیہ
5441	ساہتیہ
5452	سَبْزِیاں
5474	ستیہ
5479	سَحَرِیاں
5497	سَرْبِیا
5520	سرنگ
5521	سرنگوں
5522	سرنگیں
5540	سری لنکا
5592	سلوواکیہ
5595	سلیمانیہ
5613	سَمْبڑِیَال
5615	سمجھنا
5616	سمجھوتہ
5642	سنبھالنا
5649	سنجھ
5660	سنشیہ
5663	سنچائی
5665	سنگ بستہ
5666	سنگار
5667	سنگاپور
5668	سنگم
5669	سنگھ
5670	سنگھرش
5671	سنگین
5685	سوانگ
5717	سوویت
5728	سوکھنا
5764	سکھر
5789	سَہیلِیاں
5792	سیاح
5794	سَیَّاروں
5795	سَیَّارَہ
5796	سَیَّارے
5797	سِیاسَت
5799	سِیاسِی
5800	سِیالْکوٹ
5801	سِیاہ
5802	سِیَاہِی
5809	سِیرا لِیون
5816	سینچنا
5818	سینگ
5885	شدھ
5909	شریعت
5910	شَرِیعَتوں
5911	شَرِیعَتیں
5934	شماریات
5936	شمالی مقدونیہ
5937	شُمالِی کورِیا
5969	شکریہ
5984	شہد کی مکھی
5995	شہریت
6061	صَدِیاں
6071	صفحۂ اول
6076	صقلیہ
6078	صلاحیت
6079	صلوۃ
6098	صومالیہ
6121	ضِیافَت
6143	طبیعت
6179	طیاروں
6180	طیارہ
6181	طیارے
6220	عجائب گھر
6245	عشائیہ
6250	عضو
6330	عَیَّاشِی
6331	عَیاں
6340	عیسائیت
6384	غَلَطِیاں
6393	غنائیت
6395	غُنُودَگِیاں
6448	فدیہ
6455	فرانس
6456	فرانسیسی
6490	فرینکفرٹ
6496	فضائیہ
6501	فظیع
6566	قابلیت
